Site,Year,Visit,ObsCode,Date,Species,Count,Wind,Temp,PercentBloom
BECKW,2023,1,C,173,FER,0,1.4,23,4
BECKW,2023,1,C,173,CIT,0,1.4,23,4
BECKW,2023,1,C,173,BOR,0,1.4,23,4
BECKW,2023,1,C,173,TER,0,1.4,23,4
BECKW,2023,1,C,173,RUF,0,1.4,23,4
BECKW,2023,1,C,173,PEN,0,1.4,23,4
BECKW,2023,1,C,173,AFF,0,1.4,23,4
BECKW,2023,2,D,173,IMP,10,1.4,23,4
BECKW,2023,2,D,173,GRIS,0,1.4,23,4
BECKW,2023,2,D,173,BIM,0,1.4,23,4
BECKW,2023,2,D,173,AUR,0,1.4,23,4
BECKW,2023,2,D,173,VAG,0,1.4,23,4
BECKW,2023,2,D,173,FRAT,0,1.4,23,4
BECKW,2023,2,D,173,FER,0,1.4,23,4
BECKW,2023,2,D,173,CIT,0,1.4,23,4
BECKW,2023,2,D,173,BOR,0,1.4,23,4
BECKW,2023,2,D,173,TER,0,1.4,23,4
BECKW,2023,2,D,173,RUF,0,1.4,23,4
BECKW,2023,2,D,173,PEN,0,1.4,23,4
BECKW,2023,2,D,173,AFF,0,1.4,23,4
BECKW,2023,3,D,205,IMP,1,1.8,31.7,5
BECKW,2023,3,D,205,GRIS,3,1.8,31.7,5
BECKW,2023,3,D,205,BIM,1,1.8,31.7,5
BECKW,2023,3,D,205,AUR,3,1.8,31.7,5
BECKW,2023,3,D,205,VAG,0,1.8,31.7,5
BECKW,2023,3,D,205,FRAT,1,1.8,31.7,5
BECKW,2023,3,D,205,FER,0,1.8,31.7,5
BECKW,2023,3,D,205,CIT,0,1.8,31.7,5
BECKW,2023,3,D,205,BOR,0,1.8,31.7,5
BECKW,2023,3,D,205,TER,0,1.8,31.7,5
BECKW,2023,3,D,205,RUF,0,1.8,31.7,5
BECKW,2023,3,D,205,PEN,0,1.8,31.7,5
BECKW,2023,3,D,205,AFF,0,1.8,31.7,5
BECKW,2023,4,E,205,IMP,20,1.8,31.7,5
BECKW,2023,4,E,205,GRIS,3,1.8,31.7,5
BECKW,2023,4,E,205,BIM,0,1.8,31.7,5
BECKW,2023,4,E,205,AUR,0,1.8,31.7,5
BECKW,2023,4,E,205,VAG,0,1.8,31.7,5
BECKW,2023,4,E,205,FRAT,1,1.8,31.7,5
BECKW,2023,4,E,205,FER,0,1.8,31.7,5
BECKW,2023,4,E,205,CIT,0,1.8,31.7,5
BECKW,2023,4,E,205,BOR,0,1.8,31.7,5
BECKW,2023,4,E,205,TER,0,1.8,31.7,5
BECKW,2023,4,E,205,RUF,0,1.8,31.7,5
BECKW,2023,4,E,205,PEN,0,1.8,31.7,5
BECKW,2023,4,E,205,AFF,1,1.8,31.7,5
BECKW,2023,5,D,228,IMP,5,3.4,28.3,3
BECKW,2023,5,D,228,GRIS,0,3.4,28.3,3
BECKW,2023,5,D,228,BIM,0,3.4,28.3,3
BECKW,2023,5,D,228,AUR,0,3.4,28.3,3
BECKW,2023,5,D,228,VAG,0,3.4,28.3,3
BECKW,2023,5,D,228,FRAT,1,3.4,28.3,3
BECKW,2023,5,D,228,FER,0,3.4,28.3,3
BECKW,2023,5,D,228,CIT,0,3.4,28.3,3
BECKW,2023,5,D,228,BOR,0,3.4,28.3,3
BECKW,2023,5,D,228,TER,0,3.4,28.3,3
BECKW,2023,5,D,228,RUF,0,3.4,28.3,3
BECKW,2023,5,D,228,PEN,0,3.4,28.3,3
BECKW,2023,5,D,228,AFF,0,3.4,28.3,3
BECKW,2023,6,F,228,IMP,5,3.4,28.3,3
BECKW,2023,6,F,228,GRIS,4,3.4,28.3,3
BECKW,2023,6,F,228,BIM,0,3.4,28.3,3
BECKW,2023,6,F,228,AUR,0,3.4,28.3,3
BECKW,2023,6,F,228,VAG,1,3.4,28.3,3
BECKW,2023,6,F,228,FRAT,0,3.4,28.3,3
BECKW,2023,6,F,228,FER,0,3.4,28.3,3
BECKW,2023,6,F,228,CIT,2,3.4,28.3,3
BECKW,2023,6,F,228,BOR,0,3.4,28.3,3
BECKW,2023,6,F,228,TER,0,3.4,28.3,3
BECKW,2023,6,F,228,RUF,0,3.4,28.3,3
BECKW,2023,6,F,228,PEN,0,3.4,28.3,3
BECKW,2023,6,F,228,AFF,1,3.4,28.3,3
BIG,2024,1,C,172,IMP,0,2,27.5,4
BIG,2024,1,C,172,GRIS,21,2,27.5,4
BIG,2024,1,C,172,BIM,1,2,27.5,4
BIG,2024,1,C,172,AUR,1,2,27.5,4
BIG,2024,1,C,172,VAG,0,2,27.5,4
BIG,2024,1,C,172,FRAT,0,2,27.5,4
BIG,2024,1,C,172,FER,0,2,27.5,4
BIG,2024,1,C,172,CIT,0,2,27.5,4
BIG,2024,1,C,172,BOR,0,2,27.5,4
BIG,2024,1,C,172,TER,0,2,27.5,4
BIG,2024,1,C,172,RUF,0,2,27.5,4
BIG,2024,1,C,172,PEN,0,2,27.5,4
BIG,2024,1,C,172,AFF,0,2,27.5,4
BIG,2024,2,A,172,IMP,3,2,27.5,4
BIG,2024,2,A,172,GRIS,14,2,27.5,4
BIG,2024,2,A,172,BIM,2,2,27.5,4
BIG,2024,2,A,172,AUR,0,2,27.5,4
BIG,2024,2,A,172,VAG,0,2,27.5,4
BIG,2024,2,A,172,FRAT,0,2,27.5,4
BIG,2024,2,A,172,FER,0,2,27.5,4
BIG,2024,2,A,172,CIT,0,2,27.5,4
BIG,2024,2,A,172,BOR,0,2,27.5,4
BIG,2024,2,A,172,TER,0,2,27.5,4
BIG,2024,2,A,172,RUF,0,2,27.5,4
BIG,2024,2,A,172,PEN,0,2,27.5,4
BIG,2024,2,A,172,AFF,0,2,27.5,4
BIG,2024,3,C,193,IMP,0,2.6,26.6,3
BIG,2024,3,C,193,GRIS,1,2.6,26.6,3
BIG,2024,3,C,193,BIM,1,2.6,26.6,3
BIG,2024,3,C,193,AUR,0,2.6,26.6,3
BIG,2024,3,C,193,VAG,0,2.6,26.6,3
BIG,2024,3,C,193,FRAT,0,2.6,26.6,3
BIG,2024,3,C,193,FER,0,2.6,26.6,3
BIG,2024,3,C,193,CIT,0,2.6,26.6,3
BIG,2024,3,C,193,BOR,0,2.6,26.6,3
BIG,2024,3,C,193,TER,0,2.6,26.6,3
BIG,2024,3,C,193,RUF,0,2.6,26.6,3
BIG,2024,3,C,193,PEN,0,2.6,26.6,3
BIG,2024,3,C,193,AFF,0,2.6,26.6,3
BIG,2024,4,A,193,IMP,0,2.6,26.6,3
BIG,2024,4,A,193,GRIS,0,2.6,26.6,3
BIG,2024,4,A,193,BIM,0,2.6,26.6,3
BIG,2024,4,A,193,AUR,0,2.6,26.6,3
BIG,2024,4,A,193,VAG,0,2.6,26.6,3
BIG,2024,4,A,193,FRAT,0,2.6,26.6,3
BIG,2024,4,A,193,FER,0,2.6,26.6,3
BIG,2024,4,A,193,CIT,0,2.6,26.6,3
BIG,2024,4,A,193,BOR,0,2.6,26.6,3
BIG,2024,4,A,193,TER,0,2.6,26.6,3
BIG,2024,4,A,193,RUF,0,2.6,26.6,3
BIG,2024,4,A,193,PEN,0,2.6,26.6,3
BIG,2024,4,A,193,AFF,0,2.6,26.6,3
BIG,2024,5,C,219,IMP,1,5.9,22.8,3
BIG,2024,5,C,219,GRIS,10,5.9,22.8,3
BIG,2024,5,C,219,BIM,0,5.9,22.8,3
BIG,2024,5,C,219,AUR,2,5.9,22.8,3
BIG,2024,5,C,219,VAG,0,5.9,22.8,3
BIG,2024,5,C,219,FRAT,0,5.9,22.8,3
BIG,2024,5,C,219,FER,0,5.9,22.8,3
BIG,2024,5,C,219,CIT,0,5.9,22.8,3
BIG,2024,5,C,219,BOR,0,5.9,22.8,3
BIG,2024,5,C,219,TER,0,5.9,22.8,3
BIG,2024,5,C,219,RUF,0,5.9,22.8,3
BIG,2024,5,C,219,PEN,0,5.9,22.8,3
BIG,2024,5,C,219,AFF,0,5.9,22.8,3
BIG,2024,6,A,219,IMP,1,5.9,22.8,3
BIG,2024,6,A,219,GRIS,2,5.9,22.8,3
BIG,2024,6,A,219,BIM,0,5.9,22.8,3
BIG,2024,6,A,219,AUR,0,5.9,22.8,3
BIG,2024,6,A,219,VAG,0,5.9,22.8,3
BIG,2024,6,A,219,FRAT,0,5.9,22.8,3
BIG,2024,6,A,219,FER,0,5.9,22.8,3
BIG,2024,6,A,219,CIT,0,5.9,22.8,3
BIG,2024,6,A,219,BOR,0,5.9,22.8,3
BIG,2024,6,A,219,TER,0,5.9,22.8,3
BIG,2024,6,A,219,RUF,0,5.9,22.8,3
BIG,2024,6,A,219,PEN,0,5.9,22.8,3
BIG,2024,6,A,219,AFF,0,5.9,22.8,3
BIRD,2023,1,C,193,IMP,1,1.3,31.5,5
BIRD,2023,1,C,193,GRIS,16,1.3,31.5,5
BIRD,2023,1,C,193,BIM,0,1.3,31.5,5
BIRD,2023,1,C,193,AUR,2,1.3,31.5,5
BIRD,2023,1,C,193,VAG,0,1.3,31.5,5
BIRD,2023,1,C,193,FRAT,0,1.3,31.5,5
BIRD,2023,1,C,193,FER,0,1.3,31.5,5
BIRD,2023,1,C,193,CIT,0,1.3,31.5,5
BIRD,2023,1,C,193,BOR,0,1.3,31.5,5
BIRD,2023,1,C,193,TER,0,1.3,31.5,5
BIRD,2023,1,C,193,RUF,0,1.3,31.5,5
BIRD,2023,1,C,193,PEN,1,1.3,31.5,5
BIRD,2023,1,C,193,AFF,0,1.3,31.5,5
BIRD,2023,2,D,193,IMP,1,1.3,31.5,5
BIRD,2023,2,D,193,GRIS,12,1.3,31.5,5
BIRD,2023,2,D,193,BIM,1,1.3,31.5,5
BIRD,2023,2,D,193,AUR,0,1.3,31.5,5
BIRD,2023,2,D,193,VAG,0,1.3,31.5,5
BIRD,2023,2,D,193,FRAT,0,1.3,31.5,5
BIRD,2023,2,D,193,FER,0,1.3,31.5,5
BIRD,2023,2,D,193,CIT,0,1.3,31.5,5
BIRD,2023,2,D,193,BOR,0,1.3,31.5,5
BIRD,2023,2,D,193,TER,0,1.3,31.5,5
BIRD,2023,2,D,193,RUF,0,1.3,31.5,5
BIRD,2023,2,D,193,PEN,0,1.3,31.5,5
BIRD,2023,2,D,193,AFF,0,1.3,31.5,5
BIRD,2023,3,C,215,IMP,58,1.4,25.3,5
BIRD,2023,3,C,215,GRIS,24,1.4,25.3,5
BIRD,2023,3,C,215,BIM,0,1.4,25.3,5
BIRD,2023,3,C,215,AUR,22,1.4,25.3,5
BIRD,2023,3,C,215,VAG,1,1.4,25.3,5
BIRD,2023,3,C,215,FRAT,0,1.4,25.3,5
BIRD,2023,3,C,215,FER,0,1.4,25.3,5
BIRD,2023,3,C,215,CIT,0,1.4,25.3,5
BIRD,2023,3,C,215,BOR,0,1.4,25.3,5
BIRD,2023,3,C,215,TER,0,1.4,25.3,5
BIRD,2023,3,C,215,RUF,0,1.4,25.3,5
BIRD,2023,3,C,215,PEN,8,1.4,25.3,5
BIRD,2023,3,C,215,AFF,0,1.4,25.3,5
BIRD,2023,4,D,215,IMP,77,1.4,25.3,5
BIRD,2023,4,D,215,GRIS,6,1.4,25.3,5
BIRD,2023,4,D,215,BIM,0,1.4,25.3,5
BIRD,2023,4,D,215,AUR,7,1.4,25.3,5
BIRD,2023,4,D,215,VAG,2,1.4,25.3,5
BIRD,2023,4,D,215,FRAT,0,1.4,25.3,5
BIRD,2023,4,D,215,FER,0,1.4,25.3,5
BIRD,2023,4,D,215,CIT,0,1.4,25.3,5
BIRD,2023,4,D,215,BOR,0,1.4,25.3,5
BIRD,2023,4,D,215,TER,0,1.4,25.3,5
BIRD,2023,4,D,215,RUF,0,1.4,25.3,5
BIRD,2023,4,D,215,PEN,3,1.4,25.3,5
BIRD,2023,4,D,215,AFF,0,1.4,25.3,5
BIRD,2023,5,D,233,IMP,5,1.3,24.7,4
BIRD,2023,5,D,233,GRIS,5,1.3,24.7,4
BIRD,2023,5,D,233,BIM,0,1.3,24.7,4
BIRD,2023,5,D,233,AUR,0,1.3,24.7,4
BIRD,2023,5,D,233,VAG,4,1.3,24.7,4
BIRD,2023,5,D,233,FRAT,1,1.3,24.7,4
BIRD,2023,5,D,233,FER,0,1.3,24.7,4
BIRD,2023,5,D,233,CIT,1,1.3,24.7,4
BIRD,2023,5,D,233,BOR,0,1.3,24.7,4
BIRD,2023,5,D,233,TER,0,1.3,24.7,4
BIRD,2023,5,D,233,RUF,0,1.3,24.7,4
BIRD,2023,5,D,233,PEN,0,1.3,24.7,4
BIRD,2023,5,D,233,AFF,0,1.3,24.7,4
BIRD,2023,6,F,233,IMP,22,1.3,24.7,4
BIRD,2023,6,F,233,GRIS,11,1.3,24.7,4
BIRD,2023,6,F,233,BIM,0,1.3,24.7,4
BIRD,2023,6,F,233,AUR,6,1.3,24.7,4
BIRD,2023,6,F,233,VAG,1,1.3,24.7,4
BIRD,2023,6,F,233,FRAT,0,1.3,24.7,4
BIRD,2023,6,F,233,FER,0,1.3,24.7,4
BIRD,2023,6,F,233,CIT,0,1.3,24.7,4
BIRD,2023,6,F,233,BOR,0,1.3,24.7,4
BIRD,2023,6,F,233,TER,0,1.3,24.7,4
BIRD,2023,6,F,233,RUF,0,1.3,24.7,4
BIRD,2023,6,F,233,PEN,2,1.3,24.7,4
BIRD,2023,6,F,233,AFF,0,1.3,24.7,4
BORS,2023,1,D,177,IMP,2,4.5,21.8,4
BORS,2023,1,D,177,GRIS,2,4.5,21.8,4
BORS,2023,1,D,177,BIM,0,4.5,21.8,4
BORS,2023,1,D,177,AUR,0,4.5,21.8,4
BORS,2023,1,D,177,VAG,0,4.5,21.8,4
BORS,2023,1,D,177,FRAT,0,4.5,21.8,4
BORS,2023,1,D,177,FER,0,4.5,21.8,4
BORS,2023,1,D,177,CIT,0,4.5,21.8,4
BORS,2023,1,D,177,BOR,0,4.5,21.8,4
BORS,2023,1,D,177,TER,0,4.5,21.8,4
BORS,2023,1,D,177,RUF,0,4.5,21.8,4
BORS,2023,1,D,177,PEN,0,4.5,21.8,4
BORS,2023,1,D,177,AFF,1,4.5,21.8,4
BORS,2023,2,C,177,IMP,3,4.5,21.8,4
BORS,2023,2,C,177,GRIS,2,4.5,21.8,4
BORS,2023,2,C,177,BIM,0,4.5,21.8,4
BORS,2023,2,C,177,AUR,0,4.5,21.8,4
BORS,2023,2,C,177,VAG,1,4.5,21.8,4
BORS,2023,2,C,177,FRAT,0,4.5,21.8,4
BORS,2023,2,C,177,FER,0,4.5,21.8,4
BORS,2023,2,C,177,CIT,0,4.5,21.8,4
BORS,2023,2,C,177,BOR,0,4.5,21.8,4
BORS,2023,2,C,177,TER,0,4.5,21.8,4
BORS,2023,2,C,177,RUF,0,4.5,21.8,4
BORS,2023,2,C,177,PEN,0,4.5,21.8,4
BORS,2023,2,C,177,AFF,0,4.5,21.8,4
BORS,2023,3,C,212,IMP,22,2,27.9,4
BORS,2023,3,C,212,GRIS,7,2,27.9,4
BORS,2023,3,C,212,BIM,6,2,27.9,4
BORS,2023,3,C,212,AUR,1,2,27.9,4
BORS,2023,3,C,212,VAG,11,2,27.9,4
BORS,2023,3,C,212,FRAT,0,2,27.9,4
BORS,2023,3,C,212,FER,1,2,27.9,4
BORS,2023,3,C,212,CIT,0,2,27.9,4
BORS,2023,3,C,212,BOR,0,2,27.9,4
BORS,2023,3,C,212,TER,0,2,27.9,4
BORS,2023,3,C,212,RUF,0,2,27.9,4
BORS,2023,3,C,212,PEN,0,2,27.9,4
BORS,2023,3,C,212,AFF,1,2,27.9,4
BORS,2023,4,D,212,IMP,42,2,27.9,4
BORS,2023,4,D,212,GRIS,2,2,27.9,4
BORS,2023,4,D,212,BIM,0,2,27.9,4
BORS,2023,4,D,212,AUR,0,2,27.9,4
BORS,2023,4,D,212,VAG,3,2,27.9,4
BORS,2023,4,D,212,FRAT,0,2,27.9,4
BORS,2023,4,D,212,FER,0,2,27.9,4
BORS,2023,4,D,212,CIT,0,2,27.9,4
BORS,2023,4,D,212,BOR,0,2,27.9,4
BORS,2023,4,D,212,TER,0,2,27.9,4
BORS,2023,4,D,212,RUF,0,2,27.9,4
BORS,2023,4,D,212,PEN,0,2,27.9,4
BORS,2023,4,D,212,AFF,0,2,27.9,4
BORS,2023,5,D,227,IMP,10,2.9,26.7,4
BORS,2023,5,D,227,GRIS,1,2.9,26.7,4
BORS,2023,5,D,227,BIM,1,2.9,26.7,4
BORS,2023,5,D,227,AUR,0,2.9,26.7,4
BORS,2023,5,D,227,VAG,7,2.9,26.7,4
BORS,2023,5,D,227,FRAT,0,2.9,26.7,4
BORS,2023,5,D,227,FER,0,2.9,26.7,4
BORS,2023,5,D,227,CIT,7,2.9,26.7,4
BORS,2023,5,D,227,BOR,0,2.9,26.7,4
BORS,2023,5,D,227,TER,0,2.9,26.7,4
BORS,2023,5,D,227,RUF,0,2.9,26.7,4
BORS,2023,5,D,227,PEN,0,2.9,26.7,4
BORS,2023,5,D,227,AFF,0,2.9,26.7,4
BORS,2023,6,F,227,IMP,14,2.9,26.7,4
BORS,2023,6,F,227,GRIS,3,2.9,26.7,4
BORS,2023,6,F,227,BIM,0,2.9,26.7,4
BORS,2023,6,F,227,AUR,0,2.9,26.7,4
BORS,2023,6,F,227,VAG,12,2.9,26.7,4
BORS,2023,6,F,227,FRAT,0,2.9,26.7,4
BORS,2023,6,F,227,FER,0,2.9,26.7,4
BORS,2023,6,F,227,CIT,0,2.9,26.7,4
BORS,2023,6,F,227,BOR,0,2.9,26.7,4
BORS,2023,6,F,227,TER,0,2.9,26.7,4
BORS,2023,6,F,227,RUF,0,2.9,26.7,4
BORS,2023,6,F,227,PEN,0,2.9,26.7,4
BORS,2023,6,F,227,AFF,1,2.9,26.7,4
BOUSKA,2023,1,C,171,IMP,0,5.6,29.6,3
BOUSKA,2023,1,C,171,GRIS,1,5.6,29.6,3
BOUSKA,2023,1,C,171,BIM,0,5.6,29.6,3
BOUSKA,2023,1,C,171,AUR,0,5.6,29.6,3
BOUSKA,2023,1,C,171,VAG,0,5.6,29.6,3
BOUSKA,2023,1,C,171,FRAT,0,5.6,29.6,3
BOUSKA,2023,1,C,171,FER,0,5.6,29.6,3
BOUSKA,2023,1,C,171,CIT,0,5.6,29.6,3
BOUSKA,2023,1,C,171,BOR,0,5.6,29.6,3
